word,num_syllables,syllables,stress_pattern,infixed
UNMITIGATED,5,"['un', 'mit', 'i', 'gat', 'ed']","[['un', '0'], ['mit', '1'], ['i', '0'], ['gat', '2'], ['ed', '0']]",un-fuckin-mitigated
UNNATURALLY,5,"['un', 'nat', 'u', 'ral', 'ly']","[['un', '0'], ['nat', '1'], ['u', '0'], ['ral', '0'], ['ly', '0']]",un-fuckin-naturally
UNNECESSARY,5,"['un', 'nec', 'es', 'sar', 'y']","[['un', '0'], ['nec', '1'], ['es', '0'], ['sar', '2'], ['y', '0']]",un-fuckin-necessary
UNOBTAINABLE,5,"['un', 'ob', 'tain', 'a', 'ble']","[['un', '2'], ['ob', '0'], ['tain', '1'], ['a', '0'], ['ble', '0']]",unob-fuckin-tainable
UNOFFICIALLY,5,"['un', 'of', 'fi', 'cial', 'ly']","[['un', '0'], ['of', '0'], ['fi', '1'], ['cial', '0'], ['ly', '0']]",unof-fuckin-ficially
UNPALATABLE,5,"['un', 'pal', 'at', 'a', 'ble']","[['un', '0'], ['pal', '1'], ['at', '0'], ['a', '0'], ['ble', '0']]",un-fuckin-palatable
UNPATRIOTIC,5,"['un', 'pa', 'tri', 'ot', 'ic']","[['un', '0'], ['pa', '2'], ['tri', '0'], ['ot', '1'], ['ic', '0']]",unpatri-fuckin-otic
UNPRECEDENTED,5,"['un', 'prec', 'e', 'dent', 'ed']","[['un', '0'], ['prec', '1'], ['e', '0'], ['dent', '2'], ['ed', '0']]",un-fuckin-precedented
UNPREDICTABLE,5,"['un', 'pre', 'dict', 'a', 'ble']","[['un', '2'], ['pre', '0'], ['dict', '1'], ['a', '0'], ['ble', '0']]",unpre-fuckin-dictable
UNPREDICTABLY,5,"['un', 'pre', 'dict', 'a', 'bly']","[['un', '2'], ['pre', '0'], ['dict', '1'], ['a', '0'], ['bly', '0']]",unpre-fuckin-dictably
UNPROFESSIONAL,5,"['un', 'pro', 'fes', 'sion', 'al']","[['un', '2'], ['pro', '0'], ['fes', '1'], ['sion', '0'], ['al', '0']]",unpro-fuckin-fessional
UNPROFITABLE,5,"['un', 'prof', 'it', 'a', 'ble']","[['un', '0'], ['prof', '1'], ['it', '0'], ['a', '0'], ['ble', '0']]",un-fuckin-profitable
UNQUESTIONABLE,5,"['un', 'ques', 'tion', 'a', 'ble']","[['un', '0'], ['ques', '1'], ['tion', '0'], ['a', '0'], ['ble', '0']]",un-fuckin-questionable
UNQUESTIONABLY,5,"['un', 'ques', 'tion', 'a', 'bly']","[['un', '0'], ['ques', '1'], ['tion', '0'], ['a', '0'], ['bly', '0']]",un-fuckin-questionably
UNREALITY,5,"['un', 're', 'al', 'i', 'ty']","[['un', '2'], ['re', '0'], ['al', '1'], ['i', '0'], ['ty', '0']]",unre-fuckin-ality
UNREASONABLY,5,"['un', 'rea', 'son', 'a', 'bly']","[['un', '0'], ['rea', '1'], ['son', '0'], ['a', '0'], ['bly', '0']]",un-fuckin-reasonably
UNRECONSTRUCTED,5,"['un', 're', 'con', 'struct', 'ed']","[['un', '2'], ['re', '0'], ['con', '0'], ['struct', '1'], ['ed', '0']]",unrecon-fuckin-structed
UNREGULATED,5,"['un', 'reg', 'u', 'lat', 'ed']","[['un', '0'], ['reg', '1'], ['u', '0'], ['lat', '2'], ['ed', '0']]",un-fuckin-regulated
UNRELIABLE,5,"['un', 're', 'li', 'a', 'ble']","[['un', '2'], ['re', '0'], ['li', '1'], ['a', '0'], ['ble', '0']]",unre-fuckin-liable
UNREMARKABLE,5,"['un', 're', 'mark', 'a', 'ble']","[['un', '0'], ['re', '0'], ['mark', '1'], ['a', '0'], ['ble', '0']]",unre-fuckin-markable
UNSANITARY,5,"['un', 'san', 'i', 'tar', 'y']","[['un', '0'], ['san', '1'], ['i', '0'], ['tar', '2'], ['y', '0']]",un-fuckin-sanitary
UNSATURATED,5,"['un', 'sat', 'u', 'rat', 'ed']","[['un', '0'], ['sat', '1'], ['u', '0'], ['rat', '2'], ['ed', '0']]",un-fuckin-saturated
UNSCIENTIFIC,5,"['un', 'sci', 'en', 'tif', 'ic']","[['un', '0'], ['sci', '2'], ['en', '0'], ['tif', '1'], ['ic', '0']]",unscien-fuckin-tific
UNSEASONABLY,5,"['un', 'sea', 'son', 'a', 'bly']","[['un', '0'], ['sea', '1'], ['son', '0'], ['a', '0'], ['bly', '0']]",un-fuckin-seasonably
UNSENTIMENTAL,5,"['un', 'sen', 'ti', 'men', 'tal']","[['un', '0'], ['sen', '2'], ['ti', '0'], ['men', '1'], ['tal', '0']]",unsenti-fuckin-mental
UNSERVICEABLE,5,"['un', 'ser', 'vice', 'a', 'ble']","[['un', '0'], ['ser', '1'], ['vice', '0'], ['a', '0'], ['ble', '0']]",un-fuckin-serviceable
UNSOLICITED,5,"['un', 'so', 'lic', 'it', 'ed']","[['un', '2'], ['so', '0'], ['lic', '1'], ['it', '0'], ['ed', '0']]",unso-fuckin-licited
UNSPECTACULAR,5,"['un', 'spec', 'tac', 'u', 'lar']","[['un', '2'], ['spec', '0'], ['tac', '1'], ['u', '0'], ['lar', '0']]",unspec-fuckin-tacular
UNSUCCESSFULLY,5,"['un', 'suc', 'cess', 'ful', 'ly']","[['un', '2'], ['suc', '0'], ['cess', '1'], ['ful', '0'], ['ly', '0']]",unsuc-fuckin-cessfully
UNSUPPORTABLE,5,"['un', 'sup', 'port', 'a', 'ble']","[['un', '2'], ['sup', '0'], ['port', '1'], ['a', '0'], ['ble', '0']]",unsup-fuckin-portable
UNSURPRISINGLY,5,"['un', 'sur', 'pris', 'ing', 'ly']","[['un', '2'], ['sur', '0'], ['pris', '1'], ['ing', '0'], ['ly', '0']]",unsur-fuckin-prisingly
UNSUSTAINABLE,5,"['un', 'sus', 'tain', 'a', 'ble']","[['un', '2'], ['sus', '0'], ['tain', '1'], ['a', '0'], ['ble', '0']]",unsus-fuckin-tainable
UNSUSTAINABLY,5,"['un', 'sus', 'tain', 'a', 'bly']","[['un', '2'], ['sus', '0'], ['tain', '1'], ['a', '0'], ['bly', '0']]",unsus-fuckin-tainably
UNSYMPATHETIC,5,"['un', 'sym', 'pa', 'thet', 'ic']","[['un', '0'], ['sym', '2'], ['pa', '0'], ['thet', '1'], ['ic', '0']]",unsympa-fuckin-thetic
UNTRADITIONAL,5,"['un', 'tra', 'di', 'tion', 'al']","[['un', '2'], ['tra', '0'], ['di', '1'], ['tion', '0'], ['al', '0']]",untra-fuckin-ditional
UNUSUALLY,5,"['un', 'u', 'su', 'al', 'ly']","[['un', '0'], ['u', '1'], ['su', '0'], ['al', '0'], ['ly', '0']]",un-fuckin-usually
URBANIZATION,5,"['ur', 'ban', 'i', 'za', 'tion']","[['ur', '2'], ['ban', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",urbani-fuckin-zation
URINALYSIS,5,"['u', 'ri', 'nal', 'y', 'sis']","[['u', '2'], ['ri', '0'], ['nal', '1'], ['y', '0'], ['sis', '0']]",uri-fuckin-nalysis
UTILIZATION,5,"['u', 'ti', 'li', 'za', 'tion']","[['u', '2'], ['ti', '0'], ['li', '0'], ['za', '1'], ['tion', '0']]",utili-fuckin-zation
VALEDICTORY,5,"['val', 'e', 'dic', 'to', 'ry']","[['val', '2'], ['e', '0'], ['dic', '1'], ['to', '0'], ['ry', '0']]",vale-fuckin-dictory
VAPORIZATION,5,"['va', 'por', 'i', 'za', 'tion']","[['va', '0'], ['por', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",vapori-fuckin-zation
VEGETARIAN,5,"['veg', 'e', 'tar', 'i', 'an']","[['veg', '2'], ['e', '0'], ['tar', '1'], ['i', '0'], ['an', '0']]",vege-fuckin-tarian
VEGETARIANS,5,"['veg', 'e', 'tar', 'i', 'ans']","[['veg', '2'], ['e', '0'], ['tar', '1'], ['i', '0'], ['ans', '0']]",vege-fuckin-tarians
VERIFICATION,5,"['ver', 'i', 'fi', 'ca', 'tion']","[['ver', '2'], ['i', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]",verifi-fuckin-cation
VERSATILITY,5,"['ver', 'sa', 'til', 'i', 'ty']","[['ver', '2'], ['sa', '0'], ['til', '1'], ['i', '0'], ['ty', '0']]",versa-fuckin-tility
VIABILITY,5,"['vi', 'a', 'bil', 'i', 'ty']","[['vi', '0'], ['a', '0'], ['bil', '1'], ['i', '0'], ['ty', '0']]",via-fuckin-bility
VICARIOUSLY,5,"['vi', 'car', 'i', 'ous', 'ly']","[['vi', '0'], ['car', '1'], ['i', '0'], ['ous', '0'], ['ly', '0']]",vi-fuckin-cariously
VICTIMIZATION,5,"['vic', 'tim', 'i', 'za', 'tion']","[['vic', '2'], ['tim', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",victimi-fuckin-zation
VILIFICATION,5,"['vil', 'i', 'fi', 'ca', 'tion']","[['vil', '2'], ['i', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]",vilifi-fuckin-cation
VIROLOGICAL,5,"['vi', 'ro', 'log', 'i', 'cal']","[['vi', '0'], ['ro', '0'], ['log', '1'], ['i', '0'], ['cal', '0']]",viro-fuckin-logical
VIRTUOSITY,5,"['vir', 'tu', 'os', 'i', 'ty']","[['vir', '0'], ['tu', '0'], ['os', '1'], ['i', '0'], ['ty', '0']]",virtu-fuckin-osity
VISIBILITY,5,"['vis', 'i', 'bil', 'i', 'ty']","[['vis', '2'], ['i', '0'], ['bil', '1'], ['i', '0'], ['ty', '0']]",visi-fuckin-bility
VITUPERATIVE,5,"['vi', 'tu', 'per', 'a', 'tive']","[['vi', '2'], ['tu', '1'], ['per', '0'], ['a', '0'], ['tive', '0']]",vi-fuckin-tuperative
VOCABULARY,5,"['vo', 'cab', 'u', 'lar', 'y']","[['vo', '0'], ['cab', '1'], ['u', '0'], ['lar', '2'], ['y', '0']]",vo-fuckin-cabulary
VOCIFEROUSLY,5,"['vo', 'cif', 'er', 'ous', 'ly']","[['vo', '0'], ['cif', '1'], ['er', '0'], ['ous', '0'], ['ly', '0']]",vo-fuckin-ciferously
VOLATILITY,5,"['vol', 'a', 'til', 'i', 'ty']","[['vol', '2'], ['a', '0'], ['til', '1'], ['i', '0'], ['ty', '0']]",vola-fuckin-tility
VOLUNTARILY,5,"['vol', 'un', 'tar', 'i', 'ly']","[['vol', '2'], ['un', '0'], ['tar', '1'], ['i', '0'], ['ly', '0']]",volun-fuckin-tarily
VULGARIZATION,5,"['vul', 'gar', 'i', 'za', 'tion']","[['vul', '2'], ['gar', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",vulgari-fuckin-zation
WASHINGTONIAN,5,"['Wash', 'ing', 'ton', 'i', 'an']","[['Wash', '2'], ['ing', '0'], ['ton', '1'], ['i', '0'], ['an', '0']]",Washing-fuckin-tonian
WASHINGTONIANS,5,"['Wash', 'ing', 'ton', 'i', 'ans']","[['Wash', '2'], ['ing', '0'], ['ton', '1'], ['i', '0'], ['ans', '0']]",Washing-fuckin-tonians
WESTERNIZATION,5,"['west', 'ern', 'i', 'za', 'tion']","[['west', '2'], ['ern', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",westerni-fuckin-zation
XENOPHOBIA,5,"['xen', 'o', 'pho', 'bi', 'a']","[['xen', '2'], ['o', '0'], ['pho', '1'], ['bi', '0'], ['a', '0']]",xeno-fuckin-phobia
YUGOSLAVIA,5,"['Yu', 'go', 'sla', 'vi', 'a']","[['Yu', '2'], ['go', '0'], ['sla', '1'], ['vi', '0'], ['a', '0']]",Yugo-fuckin-slavia
YUGOSLAVIAN,5,"['Yu', 'go', 'sla', 'vi', 'an']","[['Yu', '2'], ['go', '0'], ['sla', '1'], ['vi', '0'], ['an', '0']]",Yugo-fuckin-slavian
SEGREGATIONIST,5,"['seg', 're', 'ga', 'tion', 'ist']","[['seg', '2'], ['re', '0'], ['ga', '1'], ['tion', '0'], ['ist', '0']]",segre-fuckin-gationist
SELECTIVITY,5,"['se', 'lec', 'tiv', 'i', 'ty']","[['se', '0'], ['lec', '2'], ['tiv', '1'], ['i', '0'], ['ty', '0']]",selec-fuckin-tivity
SEMIANNUAL,5,"['sem', 'i', 'an', 'nu', 'al']","[['sem', '2'], ['i', '0'], ['an', '1'], ['nu', '0'], ['al', '0']]",semi-fuckin-annual
SEMICIRCULAR,5,"['sem', 'i', 'cir', 'cu', 'lar']","[['sem', '2'], ['i', '0'], ['cir', '1'], ['cu', '0'], ['lar', '0']]",semi-fuckin-circular
SEMICONDUCTOR,5,"['sem', 'i', 'con', 'duc', 'tor']","[['sem', '2'], ['i', '0'], ['con', '0'], ['duc', '1'], ['tor', '0']]",semicon-fuckin-ductor
SEMIFINALIST,5,"['sem', 'i', 'fi', 'nal', 'ist']","[['sem', '2'], ['i', '0'], ['fi', '1'], ['nal', '0'], ['ist', '0']]",semi-fuckin-finalist
SEMINARIAN,5,"['sem', 'i', 'nar', 'i', 'an']","[['sem', '2'], ['i', '0'], ['nar', '1'], ['i', '0'], ['an', '0']]",semi-fuckin-narian
SEMIPERMANENT,5,"['sem', 'i', 'per', 'ma', 'nent']","[['sem', '2'], ['i', '0'], ['per', '1'], ['ma', '0'], ['nent', '0']]",semi-fuckin-permanent
SEMISECRECY,5,"['sem', 'i', 'se', 'cre', 'cy']","[['sem', '2'], ['i', '0'], ['se', '1'], ['cre', '0'], ['cy', '0']]",semi-fuckin-secrecy
SEMITROPICAL,5,"['sem', 'i', 'trop', 'i', 'cal']","[['sem', '2'], ['i', '0'], ['trop', '1'], ['i', '0'], ['cal', '0']]",semi-fuckin-tropical
SENATORIAL,5,"['sen', 'a', 'to', 'ri', 'al']","[['sen', '2'], ['a', '0'], ['to', '1'], ['ri', '0'], ['al', '0']]",sena-fuckin-torial
SENSATIONALIST,5,"['sen', 'sa', 'tion', 'al', 'ist']","[['sen', '0'], ['sa', '1'], ['tion', '0'], ['al', '0'], ['ist', '0']]",sen-fuckin-sationalist
SENSATIONALIZE,5,"['sen', 'sa', 'tion', 'al', 'ize']","[['sen', '0'], ['sa', '2'], ['tion', '0'], ['al', '0'], ['ize', '1']]",sensational-fuckin-ize
SENSATIONALIZED,5,"['sen', 'sa', 'tion', 'al', 'ized']","[['sen', '0'], ['sa', '2'], ['tion', '0'], ['al', '0'], ['ized', '1']]",sensational-fuckin-ized
SENSIBILITIES,5,"['sen', 'si', 'bil', 'i', 'ties']","[['sen', '2'], ['si', '0'], ['bil', '1'], ['i', '0'], ['ties', '0']]",sensi-fuckin-bilities
SENSIBILITY,5,"['sen', 'si', 'bil', 'i', 'ty']","[['sen', '2'], ['si', '0'], ['bil', '1'], ['i', '0'], ['ty', '0']]",sensi-fuckin-bility
SENSITIVITIES,5,"['sen', 'si', 'tiv', 'i', 'ties']","[['sen', '2'], ['si', '0'], ['tiv', '1'], ['i', '0'], ['ties', '0']]",sensi-fuckin-tivities
SENSITIVITY,5,"['sen', 'si', 'tiv', 'i', 'ty']","[['sen', '2'], ['si', '0'], ['tiv', '1'], ['i', '0'], ['ty', '0']]",sensi-fuckin-tivity
SENSUALITY,5,"['sen', 'su', 'al', 'i', 'ty']","[['sen', '2'], ['su', '0'], ['al', '1'], ['i', '0'], ['ty', '0']]",sensu-fuckin-ality
SERENDIPITOUS,5,"['ser', 'en', 'dip', 'i', 'tous']","[['ser', '2'], ['en', '0'], ['dip', '1'], ['i', '0'], ['tous', '0']]",seren-fuckin-dipitous
SERENDIPITY,5,"['ser', 'en', 'dip', 'i', 'ty']","[['ser', '2'], ['en', '0'], ['dip', '1'], ['i', '0'], ['ty', '0']]",seren-fuckin-dipity
SEROLOGICAL,5,"['se', 'ro', 'log', 'i', 'cal']","[['se', '0'], ['ro', '0'], ['log', '1'], ['i', '0'], ['cal', '0']]",sero-fuckin-logical
SEXUALITY,5,"['sex', 'u', 'al', 'i', 'ty']","[['sex', '2'], ['u', '0'], ['al', '1'], ['i', '0'], ['ty', '0']]",sexu-fuckin-ality
SICILIANO,5,"['si', 'cil', 'i', 'a', 'no']","[['si', '0'], ['cil', '0'], ['i', '0'], ['a', '1'], ['no', '0']]",sicili-fuckin-ano
SIDEROGRAPHER,5,"['sid', 'er', 'og', 'ra', 'pher']","[['sid', '2'], ['er', '0'], ['og', '1'], ['ra', '0'], ['pher', '0']]",sider-fuckin-ographer
SIGNIFICANTLY,5,"['sig', 'nif', 'i', 'cant', 'ly']","[['sig', '0'], ['nif', '1'], ['i', '0'], ['cant', '0'], ['ly', '0']]",sig-fuckin-nificantly
SIMILARITIES,5,"['sim', 'i', 'lar', 'i', 'ties']","[['sim', '2'], ['i', '0'], ['lar', '1'], ['i', '0'], ['ties', '0']]",simi-fuckin-larities
SIMILARITY,5,"['sim', 'i', 'lar', 'i', 'ty']","[['sim', '2'], ['i', '0'], ['lar', '1'], ['i', '0'], ['ty', '0']]",simi-fuckin-larity
SIMPLIFICATION,5,"['sim', 'pli', 'fi', 'ca', 'tion']","[['sim', '2'], ['pli', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]",simplifi-fuckin-cation
SIMULTANEOUS,5,"['si', 'mul', 'ta', 'ne', 'ous']","[['si', '2'], ['mul', '0'], ['ta', '1'], ['ne', '0'], ['ous', '0']]",simul-fuckin-taneous
SINGAPOREAN,5,"['Sin', 'ga', 'po', 're', 'an']","[['Sin', '0'], ['ga', '0'], ['po', '1'], ['re', '0'], ['an', '0']]",Singa-fuckin-porean
SINGLEHANDEDLY,5,"['sin', 'gle', 'hand', 'ed', 'ly']","[['sin', '2'], ['gle', '0'], ['hand', '1'], ['ed', '0'], ['ly', '0']]",single-fuckin-handedly
SITUATIONAL,5,"['sit', 'u', 'a', 'tion', 'al']","[['sit', '2'], ['u', '0'], ['a', '1'], ['tion', '0'], ['al', '0']]",situ-fuckin-ational
SOCIALIZATION,5,"['so', 'cial', 'i', 'za', 'tion']","[['so', '2'], ['cial', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",sociali-fuckin-zation
SOCIOLOGIST,5,"['so', 'ci', 'ol', 'o', 'gist']","[['so', '2'], ['ci', '0'], ['ol', '1'], ['o', '0'], ['gist', '0']]",soci-fuckin-ologist
SOCIOLOGY,5,"['so', 'ci', 'ol', 'o', 'gy']","[['so', '2'], ['ci', '0'], ['ol', '1'], ['o', '0'], ['gy', '0']]",soci-fuckin-ology
SOLICITATION,5,"['so', 'lic', 'i', 'ta', 'tion']","[['so', '0'], ['lic', '2'], ['i', '0'], ['ta', '1'], ['tion', '0']]",solici-fuckin-tation
SOLIDARITY,5,"['sol', 'i', 'dar', 'i', 'ty']","[['sol', '2'], ['i', '0'], ['dar', '1'], ['i', '0'], ['ty', '0']]",soli-fuckin-darity
SOLIDIFYING,5,"['so', 'lid', 'i', 'fy', 'ing']","[['so', '0'], ['lid', '1'], ['i', '0'], ['fy', '2'], ['ing', '0']]",so-fuckin-lidifying
SOLITARINESS,5,"['sol', 'i', 'tar', 'i', 'ness']","[['sol', '0'], ['i', '0'], ['tar', '1'], ['i', '0'], ['ness', '0']]",soli-fuckin-tariness
SOMATOTROPIN,5,"['so', 'mat', 'o', 'tro', 'pin']","[['so', '2'], ['mat', '0'], ['o', '1'], ['tro', '0'], ['pin', '0']]",somat-fuckin-otropin
SOPHISTICATED,5,"['so', 'phis', 'ti', 'cat', 'ed']","[['so', '0'], ['phis', '1'], ['ti', '0'], ['cat', '2'], ['ed', '0']]",so-fuckin-phisticated
SOPHISTICATION,5,"['so', 'phis', 'ti', 'ca', 'tion']","[['so', '0'], ['phis', '2'], ['ti', '0'], ['ca', '1'], ['tion', '0']]",sophisti-fuckin-cation
SPECIALITY,5,"['spe', 'ci', 'al', 'i', 'ty']","[['spe', '2'], ['ci', '0'], ['al', '1'], ['i', '0'], ['ty', '0']]",speci-fuckin-ality
SPECIALIZATION,5,"['spe', 'cial', 'i', 'za', 'tion']","[['spe', '2'], ['cial', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",speciali-fuckin-zation
SPECIFICATION,5,"['spec', 'i', 'fi', 'ca', 'tion']","[['spec', '2'], ['i', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]",specifi-fuckin-cation
SPECIFICITY,5,"['spec', 'i', 'fic', 'i', 'ty']","[['spec', '2'], ['i', '0'], ['fic', '1'], ['i', '0'], ['ty', '0']]",speci-fuckin-ficity
SPECTACULARLY,5,"['spec', 'tac', 'u', 'lar', 'ly']","[['spec', '0'], ['tac', '1'], ['u', '0'], ['lar', '0'], ['ly', '0']]",spec-fuckin-tacularly
SPONTANEITY,5,"['spon', 'ta', 'ne', 'i', 'ty']","[['spon', '2'], ['ta', '0'], ['ne', '1'], ['i', '0'], ['ty', '0']]",sponta-fuckin-neity
SPONTANEOUSLY,5,"['spon', 'ta', 'ne', 'ous', 'ly']","[['spon', '0'], ['ta', '1'], ['ne', '0'], ['ous', '0'], ['ly', '0']]",spon-fuckin-taneously
STABILIZATION,5,"['sta', 'bi', 'li', 'za', 'tion']","[['sta', '2'], ['bi', '0'], ['li', '0'], ['za', '1'], ['tion', '0']]",stabili-fuckin-zation
STANDARDIZATION,5,"['stan', 'dard', 'i', 'za', 'tion']","[['stan', '0'], ['dard', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]",standardi-fuckin-zation
STATISTICALLY,5,"['sta', 'tis', 'ti', 'cal', 'ly']","[['sta', '0'], ['tis', '1'], ['ti', '0'], ['cal', '0'], ['ly', '0']]",sta-fuckin-tistically
STEREOGRAPHIC,5,"['ster', 'e', 'o', 'graph', 'ic']","[['ster', '2'], ['e', '0'], ['o', '0'], ['graph', '1'], ['ic', '0']]",stereo-fuckin-graphic
STERILIZATION,5,"['ster', 'i', 'li', 'za', 'tion']","[['ster', '2'], ['i', '0'], ['li', '0'], ['za', '1'], ['tion', '0']]",sterili-fuckin-zation
STRADIVARIUS,5,"['Strad', 'i', 'var', 'i', 'us']","[['Strad', '2'], ['i', '0'], ['var', '1'], ['i', '0'], ['us', '0']]",Stradi-fuckin-varius
SUBJECTIVITY,5,"['sub', 'jec', 'tiv', 'i', 'ty']","[['sub', '0'], ['jec', '0'], ['tiv', '1'], ['i', '0'], ['ty', '0']]",subjec-fuckin-tivity
SUBLIMINALLY,5,"['sub', 'lim', 'i', 'nal', 'ly']","[['sub', '0'], ['lim', '1'], ['i', '0'], ['nal', '0'], ['ly', '0']]",sub-fuckin-liminally
SUBORDINATED,5,"['sub', 'or', 'di', 'nat', 'ed']","[['sub', '0'], ['or', '1'], ['di', '0'], ['nat', '2'], ['ed', '0']]",sub-fuckin-ordinated
SUBORDINATING,5,"['sub', 'or', 'di', 'nat', 'ing']","[['sub', '0'], ['or', '1'], ['di', '0'], ['nat', '2'], ['ing', '0']]",sub-fuckin-ordinating
SUBORDINATION,5,"['sub', 'or', 'di', 'na', 'tion']","[['sub', '0'], ['or', '2'], ['di', '0'], ['na', '1'], ['tion', '0']]",subordi-fuckin-nation
SUBSIDIARIES,5,"['sub', 'sid', 'i', 'ar', 'ies']","[['sub', '0'], ['sid', '1'], ['i', '0'], ['ar', '2'], ['ies', '0']]",sub-fuckin-sidiaries
SUBSIDIARY,5,"['sub', 'sid', 'i', 'ar', 'y']","[['sub', '0'], ['sid', '1'], ['i', '0'], ['ar', '2'], ['y', '0']]",sub-fuckin-sidiary
SUBSIDIZATION,5,"['sub', 'si', 'di', 'za', 'tion']","[['sub', '2'], ['si', '0'], ['di', '0'], ['za', '1'], ['tion', '0']]",subsidi-fuckin-zation
SUBSTANTIATED,5,"['sub', 'stan', 'ti', 'at', 'ed']","[['sub', '0'], ['stan', '1'], ['ti', '0'], ['at', '2'], ['ed', '0']]",sub-fuckin-stantiated
SUBSTANTIATION,5,"['sub', 'stan', 'ti', 'a', 'tion']","[['sub', '0'], ['stan', '2'], ['ti', '0'], ['a', '1'], ['tion', '0']]",substanti-fuckin-ation
SUBTERRANEAN,5,"['sub', 'ter', 'ra', 'ne', 'an']","[['sub', '0'], ['ter', '0'], ['ra', '1'], ['ne', '0'], ['an', '0']]",subter-fuckin-ranean
SUITABILITY,5,"['suit', 'a', 'bil', 'i', 'ty']","[['suit', '2'], ['a', '0'], ['bil', '1'], ['i', '0'], ['ty', '0']]",suita-fuckin-bility
SUPERCILIOUS,5,"['su', 'per', 'cil', 'i', 'ous']","[['su', '2'], ['per', '0'], ['cil', '1'], ['i', '0'], ['ous', '0']]",super-fuckin-cilious
SUPERCOMPUTER,5,"['su', 'per', 'com', 'put', 'er']","[['su', '2'], ['per', '0'], ['com', '0'], ['put', '1'], ['er', '0']]",supercom-fuckin-puter
SUPERCONDUCTIVE,5,"['su', 'per', 'con', 'duc', 'tive']","[['su', '0'], ['per', '0'], ['con', '0'], ['duc', '1'], ['tive', '0']]",supercon-fuckin-ductive
SUPERINTENDENT,5,"['su', 'per', 'in', 'tend', 'ent']","[['su', '2'], ['per', '0'], ['in', '0'], ['tend', '1'], ['ent', '0']]",superin-fuckin-tendent
SUPERNATURAL,5,"['su', 'per', 'nat', 'u', 'ral']","[['su', '2'], ['per', '0'], ['nat', '1'], ['u', '0'], ['ral', '0']]",super-fuckin-natural
SUPERPREMIUM,5,"['su', 'per', 'pre', 'mi', 'um']","[['su', '2'], ['per', '0'], ['pre', '1'], ['mi', '0'], ['um', '0']]",super-fuckin-premium
SUPERVISORY,5,"['su', 'per', 'vi', 'so', 'ry']","[['su', '2'], ['per', '0'], ['vi', '1'], ['so', '0'], ['ry', '0']]",super-fuckin-visory
SUPPLEMENTARY,5,"['sup', 'ple', 'men', 'ta', 'ry']","[['sup', '2'], ['ple', '0'], ['men', '1'], ['ta', '0'], ['ry', '0']]",supple-fuckin-mentary
SUPRANATIONAL,5,"['su', 'pra', 'na', 'tion', 'al']","[['su', '2'], ['pra', '0'], ['na', '1'], ['tion', '0'], ['al', '0']]",supra-fuckin-national
SURREPTITIOUSLY,5,"['sur', 'rep', 'ti', 'tious', 'ly']","[['sur', '2'], ['rep', '0'], ['ti', '1'], ['tious', '0'], ['ly', '0']]",surrep-fuckin-titiously
SYMBOLICALLY,5,"['sym', 'bol', 'i', 'cal', 'ly']","[['sym', '0'], ['bol', '1'], ['i', '0'], ['cal', '0'], ['ly', '0']]",sym-fuckin-bolically
SYNONYMOUSLY,5,"['syn', 'on', 'y', 'mous', 'ly']","[['syn', '0'], ['on', '1'], ['y', '0'], ['mous', '0'], ['ly', '0']]",syn-fuckin-onymously
TARAHUMARA,5,"['Ta', 'ra', 'hu', 'ma', 'ra']","[['Ta', '0'], ['ra', '0'], ['hu', '1'], ['ma', '0'], ['ra', '0']]",Tara-fuckin-humara
TAXABILITY,5,"['tax', 'a', 'bil', 'i', 'ty']","[['tax', '2'], ['a', '0'], ['bil', '1'], ['i', '0'], ['ty', '0']]",taxa-fuckin-bility
TECHNICALITIES,5,"['tech', 'ni', 'cal', 'i', 'ties']","[['tech', '2'], ['ni', '0'], ['cal', '1'], ['i', '0'], ['ties', '0']]",techni-fuckin-calities
TECHNICALITY,5,"['tech', 'ni', 'cal', 'i', 'ty']","[['tech', '2'], ['ni', '0'], ['cal', '1'], ['i', '0'], ['ty', '0']]",techni-fuckin-cality
TECHNOLOGICAL,5,"['tech', 'no', 'log', 'i', 'cal']","[['tech', '2'], ['no', '0'], ['log', '1'], ['i', '0'], ['cal', '0']]",techno-fuckin-logical
TEGUCIGALPA,5,"['Te', 'gu', 'ci', 'gal', 'pa']","[['Te', '0'], ['gu', '0'], ['ci', '0'], ['gal', '1'], ['pa', '0']]",Teguci-fuckin-galpa
TELECOMMUTING,5,"['tel', 'e', 'com', 'mut', 'ing']","[['tel', '0'], ['e', '0'], ['com', '0'], ['mut', '1'], ['ing', '0']]",telecom-fuckin-muting
