word,num_syllables,syllables,stress_pattern
REAPPRAISAL,4,"['re', 'ap', 'prais', 'al']","[['re', '2'], ['ap', '0'], ['prais', '1'], ['al', '0']]"
REAPPRAISE,3,"['re', 'ap', 'praise']","[['re', '2'], ['ap', '0'], ['praise', '1']]"
REAPPRAISED,3,"['re', 'ap', 'praised']","[['re', '0'], ['ap', '0'], ['praised', '1']]"
REAPS,1,['reaps'],"[['reaps', '1']]"
REAR,1,['rear'],"[['rear', '1']]"
REARED,1,['reared'],"[['reared', '1']]"
REARM,2,"['re', 'arm']","[['re', '1'], ['arm', '1']]"
REARMAMENT,4,"['re', 'ar', 'ma', 'ment']","[['re', '0'], ['ar', '1'], ['ma', '0'], ['ment', '0']]"
REARRANGE,3,"['re', 'ar', 'range']","[['re', '2'], ['ar', '0'], ['range', '1']]"
REARRANGED,3,"['re', 'ar', 'ranged']","[['re', '2'], ['ar', '0'], ['ranged', '1']]"
REARRANGEMENT,4,"['re', 'ar', 'range', 'ment']","[['re', '0'], ['ar', '0'], ['range', '1'], ['ment', '0']]"
REARRANGING,4,"['re', 'ar', 'rang', 'ing']","[['re', '2'], ['ar', '0'], ['rang', '1'], ['ing', '0']]"
REARREST,3,"['re', 'ar', 'rest']","[['re', '0'], ['ar', '0'], ['rest', '1']]"
REARS,1,['rears'],"[['rears', '1']]"
REASON,2,"['rea', 'son']","[['rea', '1'], ['son', '0']]"
REASONABLE,4,"['rea', 'son', 'a', 'ble']","[['rea', '1'], ['son', '0'], ['a', '0'], ['ble', '0']]"
REASONABLENESS,5,"['rea', 'son', 'a', 'ble', 'ness']","[['rea', '1'], ['son', '0'], ['a', '0'], ['ble', '2'], ['ness', '0']]"
REASONABLY,4,"['rea', 'son', 'a', 'bly']","[['rea', '1'], ['son', '0'], ['a', '0'], ['bly', '0']]"
REASONED,2,"['rea', 'soned']","[['rea', '1'], ['soned', '0']]"
REASONER,3,"['rea', 'son', 'er']","[['rea', '1'], ['son', '0'], ['er', '0']]"
REASONING,3,"['rea', 'son', 'ing']","[['rea', '1'], ['son', '0'], ['ing', '0']]"
REASSEMBLE,4,"['re', 'as', 'sem', 'ble']","[['re', '2'], ['as', '0'], ['sem', '1'], ['ble', '0']]"
REASSEMBLY,4,"['re', 'as', 'sem', 'bly']","[['re', '2'], ['as', '0'], ['sem', '1'], ['bly', '0']]"
REASSERT,3,"['re', 'as', 'sert']","[['re', '2'], ['as', '0'], ['sert', '1']]"
REASSERTION,4,"['re', 'as', 'ser', 'tion']","[['re', '2'], ['as', '0'], ['ser', '1'], ['tion', '0']]"
REASSESS,3,"['re', 'as', 'sess']","[['re', '0'], ['as', '0'], ['sess', '1']]"
REASSESSMENT,4,"['re', 'as', 'sess', 'ment']","[['re', '2'], ['as', '0'], ['sess', '1'], ['ment', '0']]"
REASSIGN,3,"['re', 'as', 'sign']","[['re', '2'], ['as', '0'], ['sign', '1']]"
REASSIGNMENT,4,"['re', 'as', 'sign', 'ment']","[['re', '0'], ['as', '0'], ['sign', '1'], ['ment', '0']]"
REASSUME,3,"['re', 'as', 'sume']","[['re', '0'], ['as', '0'], ['sume', '1']]"
REASSUMED,3,"['re', 'as', 'sumed']","[['re', '0'], ['as', '0'], ['sumed', '1']]"
REASSURANCE,4,"['re', 'as', 'sur', 'ance']","[['re', '2'], ['as', '0'], ['sur', '1'], ['ance', '0']]"
REASSURE,3,"['re', 'as', 'sure']","[['re', '2'], ['as', '0'], ['sure', '1']]"
REASSURED,3,"['re', 'as', 'sured']","[['re', '2'], ['as', '0'], ['sured', '1']]"
REASSURING,4,"['re', 'as', 'sur', 'ing']","[['re', '2'], ['as', '0'], ['sur', '1'], ['ing', '0']]"
REASSURINGLY,5,"['re', 'as', 'sur', 'ing', 'ly']","[['re', '0'], ['as', '0'], ['sur', '1'], ['ing', '0'], ['ly', '0']]"
REATTACH,3,"['re', 'at', 'tach']","[['re', '1'], ['at', '0'], ['tach', '1']]"
REAUTHORIZATION,6,"['re', 'au', 'thor', 'i', 'za', 'tion']","[['re', '0'], ['au', '2'], ['thor', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]"
REAUTHORIZE,4,"['re', 'au', 'thor', 'ize']","[['re', '0'], ['au', '1'], ['thor', '0'], ['ize', '2']]"
REAUTHORIZED,4,"['re', 'au', 'thor', 'ized']","[['re', '0'], ['au', '1'], ['thor', '0'], ['ized', '2']]"
REAUTHORIZING,5,"['re', 'au', 'thor', 'iz', 'ing']","[['re', '0'], ['au', '1'], ['thor', '0'], ['iz', '2'], ['ing', '0']]"
REAVE,1,['reave'],"[['reave', '1']]"
REAVER,2,"['reav', 'er']","[['reav', '1'], ['er', '0']]"
REAWAKEN,4,"['re', 'a', 'wak', 'en']","[['re', '2'], ['a', '0'], ['wak', '1'], ['en', '0']]"
REAWAKENING,5,"['re', 'a', 'wak', 'en', 'ing']","[['re', '2'], ['a', '0'], ['wak', '1'], ['en', '0'], ['ing', '0']]"
REBAR,2,"['re', 'bar']","[['re', '1'], ['bar', '2']]"
REBATE,2,"['re', 'bate']","[['re', '1'], ['bate', '2']]"
REBATED,3,"['re', 'bat', 'ed']","[['re', '1'], ['bat', '2'], ['ed', '0']]"
REBBE,2,"['reb', 'be']","[['reb', '1'], ['be', '0']]"
REBECCA,3,"['Re', 'bec', 'ca']","[['Re', '0'], ['bec', '1'], ['ca', '0']]"
REBECK,2,"['re', 'beck']","[['re', '1'], ['beck', '0']]"
REBEL,2,"['reb', 'el']","[['reb', '1'], ['el', '0']]"
REBELLED,2,"['re', 'belled']","[['re', '0'], ['belled', '1']]"
REBELLING,3,"['re', 'bel', 'ling']","[['re', '0'], ['bel', '1'], ['ling', '0']]"
REBELLION,3,"['re', 'bel', 'lion']","[['re', '0'], ['bel', '1'], ['lion', '0']]"
REBELLIOUS,3,"['re', 'bel', 'lious']","[['re', '0'], ['bel', '1'], ['lious', '0']]"
REBIRTH,2,"['re', 'birth']","[['re', '0'], ['birth', '1']]"
REBOARD,2,"['re', 'board']","[['re', '0'], ['board', '1']]"
REBOOK,2,"['re', 'book']","[['re', '0'], ['book', '1']]"
REBORN,2,"['re', 'born']","[['re', '1'], ['born', '1']]"
REBOUND,2,"['re', 'bound']","[['re', '0'], ['bound', '1']]"
REBROADCAST,3,"['re', 'broad', 'cast']","[['re', '0'], ['broad', '1'], ['cast', '2']]"
REBUFF,2,"['re', 'buff']","[['re', '0'], ['buff', '1']]"
REBUILD,2,"['re', 'build']","[['re', '0'], ['build', '1']]"
REBUILDER,3,"['re', 'build', 'er']","[['re', '0'], ['build', '1'], ['er', '0']]"
REBUILDING,3,"['re', 'build', 'ing']","[['re', '0'], ['build', '1'], ['ing', '0']]"
REBUILT,2,"['re', 'built']","[['re', '0'], ['built', '1']]"
REBUKE,2,"['re', 'buke']","[['re', '0'], ['buke', '1']]"
REBUKED,2,"['re', 'buked']","[['re', '0'], ['buked', '1']]"
REBUKING,3,"['re', 'buk', 'ing']","[['re', '0'], ['buk', '1'], ['ing', '0']]"
REBUS,2,"['re', 'bus']","[['re', '1'], ['bus', '0']]"
REBUT,2,"['re', 'but']","[['re', '0'], ['but', '1']]"
REBUTTAL,3,"['re', 'but', 'tal']","[['re', '0'], ['but', '1'], ['tal', '0']]"
REBUTTED,3,"['re', 'but', 'ted']","[['re', '0'], ['but', '1'], ['ted', '0']]"
REBUTTING,3,"['re', 'but', 'ting']","[['re', '0'], ['but', '1'], ['ting', '0']]"
REC,1,['rec'],"[['rec', '1']]"
RECALCITRANCE,4,"['re', 'cal', 'ci', 'trance']","[['re', '0'], ['cal', '1'], ['ci', '0'], ['trance', '0']]"
RECALCITRANT,4,"['re', 'cal', 'ci', 'trant']","[['re', '0'], ['cal', '1'], ['ci', '0'], ['trant', '0']]"
RECALCULATE,4,"['re', 'cal', 'cu', 'late']","[['re', '0'], ['cal', '1'], ['cu', '0'], ['late', '2']]"
RECALCULATED,5,"['re', 'cal', 'cu', 'lat', 'ed']","[['re', '0'], ['cal', '1'], ['cu', '0'], ['lat', '2'], ['ed', '0']]"
RECALCULATING,5,"['re', 'cal', 'cu', 'lat', 'ing']","[['re', '0'], ['cal', '1'], ['cu', '0'], ['lat', '2'], ['ing', '0']]"
RECALCULATION,5,"['re', 'cal', 'cu', 'la', 'tion']","[['re', '0'], ['cal', '2'], ['cu', '0'], ['la', '1'], ['tion', '0']]"
RECALL,2,"['re', 'call']","[['re', '1'], ['call', '2']]"
RECANT,2,"['re', 'cant']","[['re', '0'], ['cant', '1']]"
RECANTATION,4,"['re', 'can', 'ta', 'tion']","[['re', '2'], ['can', '0'], ['ta', '1'], ['tion', '0']]"
RECAP,2,"['re', 'cap']","[['re', '1'], ['cap', '2']]"
RECAPITALIZATION,7,"['re', 'cap', 'i', 'tal', 'i', 'za', 'tion']","[['re', '2'], ['cap', '2'], ['i', '0'], ['tal', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]"
RECAPITALIZE,5,"['re', 'cap', 'i', 'tal', 'ize']","[['re', '2'], ['cap', '1'], ['i', '0'], ['tal', '0'], ['ize', '2']]"
RECAPITULATE,5,"['re', 'ca', 'pit', 'u', 'late']","[['re', '2'], ['ca', '0'], ['pit', '1'], ['u', '0'], ['late', '2']]"
RECAPPED,2,"['re', 'capped']","[['re', '0'], ['capped', '1']]"
RECAPPING,3,"['re', 'cap', 'ping']","[['re', '0'], ['cap', '1'], ['ping', '0']]"
RECAPTURE,3,"['re', 'cap', 'ture']","[['re', '0'], ['cap', '1'], ['ture', '0']]"
RECAPTURED,3,"['re', 'cap', 'tured']","[['re', '0'], ['cap', '1'], ['tured', '0']]"
RECAPTURING,4,"['re', 'cap', 'tur', 'ing']","[['re', '0'], ['cap', '1'], ['tur', '0'], ['ing', '0']]"
RECAST,2,"['re', 'cast']","[['re', '0'], ['cast', '1']]"
RECASTING,3,"['re', 'cast', 'ing']","[['re', '0'], ['cast', '1'], ['ing', '0']]"
RECEDE,2,"['re', 'cede']","[['re', '0'], ['cede', '1']]"
RECEDED,3,"['re', 'ced', 'ed']","[['re', '0'], ['ced', '1'], ['ed', '0']]"
RECEDING,3,"['re', 'ced', 'ing']","[['re', '0'], ['ced', '1'], ['ing', '0']]"
RECEIPT,2,"['re', 'ceipt']","[['re', '0'], ['ceipt', '1']]"
RECEIVABLE,4,"['re', 'ceiv', 'a', 'ble']","[['re', '0'], ['ceiv', '1'], ['a', '0'], ['ble', '0']]"
RECEIVE,2,"['re', 'ceive']","[['re', '0'], ['ceive', '1']]"
RECEIVED,2,"['re', 'ceived']","[['re', '0'], ['ceived', '1']]"
RECEIVER,3,"['re', 'ceiv', 'er']","[['re', '0'], ['ceiv', '1'], ['er', '0']]"
RECEIVERSHIP,4,"['re', 'ceiv', 'er', 'ship']","[['re', '0'], ['ceiv', '1'], ['er', '0'], ['ship', '2']]"
RECEIVING,3,"['re', 'ceiv', 'ing']","[['re', '0'], ['ceiv', '1'], ['ing', '0']]"
RECENT,2,"['re', 'cent']","[['re', '1'], ['cent', '0']]"
RECENTLY,3,"['re', 'cent', 'ly']","[['re', '1'], ['cent', '0'], ['ly', '0']]"
RECEPTACLE,4,"['re', 'cep', 'ta', 'cle']","[['re', '0'], ['cep', '1'], ['ta', '0'], ['cle', '0']]"
RECEPTION,3,"['re', 'cep', 'tion']","[['re', '0'], ['cep', '1'], ['tion', '0']]"
RECEPTIONIST,4,"['re', 'cep', 'tion', 'ist']","[['re', '0'], ['cep', '1'], ['tion', '0'], ['ist', '0']]"
RECEPTIVE,3,"['re', 'cep', 'tive']","[['re', '0'], ['cep', '1'], ['tive', '0']]"
RECEPTIVITY,5,"['re', 'cep', 'tiv', 'i', 'ty']","[['re', '1'], ['cep', '2'], ['tiv', '1'], ['i', '0'], ['ty', '0']]"
RECEPTOR,3,"['re', 'cep', 'tor']","[['re', '0'], ['cep', '1'], ['tor', '0']]"
RECERTIFICATION,6,"['re', 'cer', 'ti', 'fi', 'ca', 'tion']","[['re', '2'], ['cer', '0'], ['ti', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]"
RECERTIFIED,4,"['re', 'cer', 'ti', 'fied']","[['re', '0'], ['cer', '1'], ['ti', '0'], ['fied', '0']]"
RECERTIFY,4,"['re', 'cer', 'ti', 'fy']","[['re', '0'], ['cer', '1'], ['ti', '0'], ['fy', '0']]"
RECERTIFYING,5,"['re', 'cer', 'ti', 'fy', 'ing']","[['re', '0'], ['cer', '1'], ['ti', '0'], ['fy', '0'], ['ing', '0']]"
RECESS,2,"['re', 'cess']","[['re', '0'], ['cess', '1']]"
RECESSED,2,"['re', 'cessed']","[['re', '0'], ['cessed', '1']]"
RECESSION,3,"['re', 'ces', 'sion']","[['re', '0'], ['ces', '1'], ['sion', '0']]"
RECESSIONARY,5,"['re', 'ces', 'sion', 'ar', 'y']","[['re', '0'], ['ces', '1'], ['sion', '0'], ['ar', '2'], ['y', '0']]"
RECESSIVE,3,"['re', 'ces', 'sive']","[['re', '0'], ['ces', '1'], ['sive', '0']]"
RECHARGE,2,"['re', 'charge']","[['re', '0'], ['charge', '1']]"
RECHARGEABLE,4,"['re', 'charge', 'a', 'ble']","[['re', '0'], ['charge', '1'], ['a', '0'], ['ble', '0']]"
RECHARGED,2,"['re', 'charged']","[['re', '0'], ['charged', '1']]"
RECHARGING,3,"['re', 'charg', 'ing']","[['re', '0'], ['charg', '1'], ['ing', '0']]"
RECHECK,2,"['re', 'check']","[['re', '1'], ['check', '1']]"
RECHECKED,2,"['re', 'checked']","[['re', '0'], ['checked', '1']]"
RECHRISTEN,3,"['re', 'chris', 'ten']","[['re', '1'], ['chris', '1'], ['ten', '0']]"
RECIDIVIST,4,"['re', 'cid', 'i', 'vist']","[['re', '0'], ['cid', '1'], ['i', '0'], ['vist', '2']]"
RECIPE,3,"['rec', 'i', 'pe']","[['rec', '1'], ['i', '0'], ['pe', '0']]"
RECIPIENT,4,"['re', 'cip', 'i', 'ent']","[['re', '0'], ['cip', '1'], ['i', '0'], ['ent', '0']]"
RECIPROCAL,4,"['re', 'cip', 'ro', 'cal']","[['re', '0'], ['cip', '1'], ['ro', '0'], ['cal', '0']]"
RECIPROCATE,4,"['re', 'cip', 'ro', 'cate']","[['re', '0'], ['cip', '1'], ['ro', '0'], ['cate', '2']]"
RECIPROCATED,5,"['re', 'cip', 'ro', 'cat', 'ed']","[['re', '0'], ['cip', '1'], ['ro', '0'], ['cat', '2'], ['ed', '0']]"
RECIPROCATING,5,"['re', 'cip', 'ro', 'cat', 'ing']","[['re', '0'], ['cip', '1'], ['ro', '0'], ['cat', '2'], ['ing', '0']]"
RECIPROCITY,5,"['rec', 'i', 'proc', 'i', 'ty']","[['rec', '2'], ['i', '0'], ['proc', '1'], ['i', '0'], ['ty', '0']]"
RECISION,3,"['re', 'ci', 'sion']","[['re', '0'], ['ci', '1'], ['sion', '0']]"
RECITAL,3,"['re', 'cit', 'al']","[['re', '0'], ['cit', '1'], ['al', '0']]"
RECITATION,4,"['rec', 'i', 'ta', 'tion']","[['rec', '2'], ['i', '0'], ['ta', '1'], ['tion', '0']]"
RECITE,2,"['re', 'cite']","[['re', '0'], ['cite', '1']]"
RECITED,3,"['re', 'cit', 'ed']","[['re', '0'], ['cit', '1'], ['ed', '0']]"
RECITING,3,"['re', 'cit', 'ing']","[['re', '0'], ['cit', '1'], ['ing', '0']]"
RECK,1,['reck'],"[['reck', '1']]"
RECKLESS,2,"['reck', 'less']","[['reck', '1'], ['less', '0']]"
RECKLESSLY,3,"['reck', 'less', 'ly']","[['reck', '1'], ['less', '0'], ['ly', '0']]"
RECKLESSNESS,3,"['reck', 'less', 'ness']","[['reck', '1'], ['less', '0'], ['ness', '0']]"
RECKON,2,"['reck', 'on']","[['reck', '1'], ['on', '0']]"
RECKONING,3,"['reck', 'on', 'ing']","[['reck', '1'], ['on', '0'], ['ing', '0']]"
RECLAIM,2,"['re', 'claim']","[['re', '0'], ['claim', '1']]"
RECLAIMER,3,"['re', 'claim', 'er']","[['re', '0'], ['claim', '1'], ['er', '0']]"
RECLAMATION,4,"['rec', 'la', 'ma', 'tion']","[['rec', '2'], ['la', '0'], ['ma', '1'], ['tion', '0']]"
RECLASSIFICATION,6,"['re', 'clas', 'si', 'fi', 'ca', 'tion']","[['re', '0'], ['clas', '2'], ['si', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]"
RECLASSIFIED,4,"['re', 'clas', 'si', 'fied']","[['re', '0'], ['clas', '1'], ['si', '0'], ['fied', '2']]"
RECLASSIFY,4,"['re', 'clas', 'si', 'fy']","[['re', '0'], ['clas', '1'], ['si', '0'], ['fy', '2']]"
RECLASSIFYING,5,"['re', 'clas', 'si', 'fy', 'ing']","[['re', '0'], ['clas', '1'], ['si', '0'], ['fy', '2'], ['ing', '0']]"
RECLINER,3,"['re', 'clin', 'er']","[['re', '0'], ['clin', '1'], ['er', '0']]"
RECLINING,3,"['re', 'clin', 'ing']","[['re', '0'], ['clin', '1'], ['ing', '0']]"
RECLUSE,2,"['re', 'cluse']","[['re', '0'], ['cluse', '1']]"
RECLUSIVE,3,"['re', 'clu', 'sive']","[['re', '0'], ['clu', '1'], ['sive', '0']]"
RECOGNITION,4,"['rec', 'og', 'ni', 'tion']","[['rec', '2'], ['og', '0'], ['ni', '1'], ['tion', '0']]"
RECOGNIZABLE,5,"['rec', 'og', 'niz', 'a', 'ble']","[['rec', '2'], ['og', '0'], ['niz', '1'], ['a', '0'], ['ble', '0']]"
RECOGNIZABLY,5,"['rec', 'og', 'niz', 'a', 'bly']","[['rec', '1'], ['og', '0'], ['niz', '2'], ['a', '0'], ['bly', '0']]"
RECOGNIZANCE,4,"['re', 'cog', 'ni', 'zance']","[['re', '0'], ['cog', '1'], ['ni', '0'], ['zance', '0']]"
RECOGNIZE,3,"['rec', 'og', 'nize']","[['rec', '1'], ['og', '0'], ['nize', '2']]"
RECOGNIZED,3,"['rec', 'og', 'nized']","[['rec', '1'], ['og', '0'], ['nized', '2']]"
RECOGNIZING,4,"['rec', 'og', 'niz', 'ing']","[['rec', '1'], ['og', '0'], ['niz', '2'], ['ing', '0']]"
RECOIL,2,"['re', 'coil']","[['re', '0'], ['coil', '1']]"
RECOLLECT,3,"['rec', 'ol', 'lect']","[['rec', '2'], ['ol', '0'], ['lect', '1']]"
RECOLLECTED,4,"['rec', 'ol', 'lect', 'ed']","[['rec', '2'], ['ol', '0'], ['lect', '1'], ['ed', '0']]"
RECOLLECTION,4,"['rec', 'ol', 'lec', 'tion']","[['rec', '2'], ['ol', '0'], ['lec', '1'], ['tion', '0']]"
RECOMBINANT,4,"['re', 'com', 'bi', 'nant']","[['re', '0'], ['com', '1'], ['bi', '0'], ['nant', '0']]"
RECOMBINE,3,"['re', 'com', 'bine']","[['re', '2'], ['com', '0'], ['bine', '1']]"
RECOMMEND,3,"['rec', 'om', 'mend']","[['rec', '2'], ['om', '0'], ['mend', '1']]"
RECOMMENDATION,5,"['rec', 'om', 'men', 'da', 'tion']","[['rec', '2'], ['om', '0'], ['men', '0'], ['da', '1'], ['tion', '0']]"
RECOMMIT,3,"['re', 'com', 'mit']","[['re', '0'], ['com', '1'], ['mit', '0']]"
RECOMPENSE,3,"['rec', 'om', 'pense']","[['rec', '1'], ['om', '0'], ['pense', '2']]"
RECONCILE,3,"['rec', 'on', 'cile']","[['rec', '1'], ['on', '0'], ['cile', '2']]"
RECONCILED,3,"['rec', 'on', 'ciled']","[['rec', '1'], ['on', '0'], ['ciled', '2']]"
RECONCILIATION,6,"['rec', 'on', 'cil', 'i', 'a', 'tion']","[['rec', '2'], ['on', '0'], ['cil', '2'], ['i', '0'], ['a', '1'], ['tion', '0']]"
RECONCILING,4,"['rec', 'on', 'cil', 'ing']","[['rec', '1'], ['on', '0'], ['cil', '2'], ['ing', '0']]"
RECONDITE,3,"['rec', 'on', 'dite']","[['rec', '1'], ['on', '0'], ['dite', '2']]"
RECONDITION,4,"['re', 'con', 'di', 'tion']","[['re', '2'], ['con', '0'], ['di', '1'], ['tion', '0']]"
RECONFIGURE,4,"['re', 'con', 'fig', 'ure']","[['re', '2'], ['con', '0'], ['fig', '1'], ['ure', '0']]"
RECONFIRM,3,"['re', 'con', 'firm']","[['re', '2'], ['con', '0'], ['firm', '1']]"
RECONFIRMATION,5,"['re', 'con', 'fir', 'ma', 'tion']","[['re', '2'], ['con', '2'], ['fir', '0'], ['ma', '1'], ['tion', '0']]"
RECONNAISSANCE,4,"['re', 'con', 'nais', 'sance']","[['re', '0'], ['con', '1'], ['nais', '0'], ['sance', '0']]"
RECONNECT,3,"['re', 'con', 'nect']","[['re', '0'], ['con', '0'], ['nect', '1']]"
RECONQUER,3,"['re', 'con', 'quer']","[['re', '0'], ['con', '1'], ['quer', '0']]"
RECONQUERED,3,"['re', 'con', 'quered']","[['re', '0'], ['con', '1'], ['quered', '0']]"
RECONSIDER,4,"['re', 'con', 'sid', 'er']","[['re', '2'], ['con', '0'], ['sid', '1'], ['er', '0']]"
RECONSIDERATION,6,"['re', 'con', 'sid', 'er', 'a', 'tion']","[['re', '0'], ['con', '0'], ['sid', '2'], ['er', '0'], ['a', '1'], ['tion', '0']]"
RECONSTITUTE,4,"['re', 'con', 'sti', 'tute']","[['re', '0'], ['con', '1'], ['sti', '0'], ['tute', '2']]"
RECONSTITUTED,5,"['re', 'con', 'sti', 'tut', 'ed']","[['re', '0'], ['con', '1'], ['sti', '0'], ['tut', '2'], ['ed', '0']]"
RECONSTITUTING,5,"['re', 'con', 'sti', 'tut', 'ing']","[['re', '0'], ['con', '1'], ['sti', '0'], ['tut', '2'], ['ing', '0']]"
RECONSTRUCT,3,"['re', 'con', 'struct']","[['re', '2'], ['con', '0'], ['struct', '1']]"
RECONSTRUCTION,4,"['re', 'con', 'struc', 'tion']","[['re', '2'], ['con', '0'], ['struc', '1'], ['tion', '0']]"
RECONSTRUCTIVE,4,"['re', 'con', 'struc', 'tive']","[['re', '2'], ['con', '0'], ['struc', '1'], ['tive', '0']]"
RECONVENE,3,"['re', 'con', 'vene']","[['re', '0'], ['con', '0'], ['vene', '1']]"
RECONVENED,3,"['re', 'con', 'vened']","[['re', '0'], ['con', '0'], ['vened', '1']]"
RECORD,2,"['rec', 'ord']","[['rec', '0'], ['ord', '1']]"
RECORDABLE,4,"['re', 'cord', 'a', 'ble']","[['re', '0'], ['cord', '1'], ['a', '0'], ['ble', '0']]"
RECORDED,3,"['re', 'cord', 'ed']","[['re', '0'], ['cord', '1'], ['ed', '0']]"
RECORDER,3,"['re', 'cord', 'er']","[['re', '0'], ['cord', '1'], ['er', '0']]"
RECORDING,3,"['re', 'cord', 'ing']","[['re', '0'], ['cord', '1'], ['ing', '0']]"
RECOUNT,2,"['re', 'count']","[['re', '0'], ['count', '1']]"
RECOUP,2,"['re', 'coup']","[['re', '0'], ['coup', '1']]"
RECOUPED,2,"['re', 'couped']","[['re', '0'], ['couped', '1']]"
RECOURSE,2,"['re', 'course']","[['re', '1'], ['course', '0']]"
RECOVER,3,"['re', 'cov', 'er']","[['re', '0'], ['cov', '1'], ['er', '0']]"
RECOVERABLE,5,"['re', 'cov', 'er', 'a', 'ble']","[['re', '0'], ['cov', '1'], ['er', '0'], ['a', '0'], ['ble', '0']]"
RECOVERIES,4,"['re', 'cov', 'er', 'ies']","[['re', '0'], ['cov', '1'], ['er', '0'], ['ies', '0']]"
RECREATE,3,"['re', 'cre', 'ate']","[['re', '1'], ['cre', '0'], ['ate', '2']]"
RECREATED,4,"['re', 'cre', 'at', 'ed']","[['re', '1'], ['cre', '0'], ['at', '2'], ['ed', '0']]"
RECREATING,4,"['re', 'cre', 'at', 'ing']","[['re', '1'], ['cre', '0'], ['at', '2'], ['ing', '0']]"
RECREATION,4,"['rec', 're', 'a', 'tion']","[['rec', '2'], ['re', '0'], ['a', '1'], ['tion', '0']]"
RECREATIONAL,5,"['rec', 're', 'a', 'tion', 'al']","[['rec', '2'], ['re', '0'], ['a', '1'], ['tion', '0'], ['al', '0']]"
RECRIMINATE,4,"['re', 'crim', 'i', 'nate']","[['re', '0'], ['crim', '2'], ['i', '0'], ['nate', '1']]"
RECRIMINATION,5,"['re', 'crim', 'i', 'na', 'tion']","[['re', '0'], ['crim', '2'], ['i', '0'], ['na', '1'], ['tion', '0']]"
RECROSS,2,"['re', 'cross']","[['re', '0'], ['cross', '1']]"
RECRUIT,2,"['re', 'cruit']","[['re', '0'], ['cruit', '1']]"
RECRUITER,3,"['re', 'cruit', 'er']","[['re', '0'], ['cruit', '1'], ['er', '0']]"
RECRUITMENT,3,"['re', 'cruit', 'ment']","[['re', '0'], ['cruit', '1'], ['ment', '0']]"
RECTAL,2,"['rec', 'tal']","[['rec', '1'], ['tal', '0']]"
RECTANGLE,3,"['rec', 'tan', 'gle']","[['rec', '1'], ['tan', '0'], ['gle', '0']]"
RECTANGULAR,4,"['rec', 'tan', 'gu', 'lar']","[['rec', '0'], ['tan', '1'], ['gu', '0'], ['lar', '0']]"
RECTIFICATION,5,"['rec', 'ti', 'fi', 'ca', 'tion']","[['rec', '2'], ['ti', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]"
RECTIFIED,3,"['rec', 'ti', 'fied']","[['rec', '1'], ['ti', '0'], ['fied', '2']]"
RECTIFIER,4,"['rec', 'ti', 'fi', 'er']","[['rec', '1'], ['ti', '0'], ['fi', '2'], ['er', '0']]"
RECTIFY,3,"['rec', 'ti', 'fy']","[['rec', '1'], ['ti', '0'], ['fy', '2']]"
RECTIFYING,4,"['rec', 'ti', 'fy', 'ing']","[['rec', '1'], ['ti', '0'], ['fy', '2'], ['ing', '0']]"
RECTITUDE,3,"['rec', 'ti', 'tude']","[['rec', '1'], ['ti', '0'], ['tude', '2']]"
RECTOR,2,"['rec', 'tor']","[['rec', '1'], ['tor', '0']]"
RECTORY,3,"['rec', 'to', 'ry']","[['rec', '1'], ['to', '0'], ['ry', '0']]"
RECTUM,2,"['rec', 'tum']","[['rec', '1'], ['tum', '0']]"
RECUPERATE,4,"['re', 'cu', 'per', 'ate']","[['re', '0'], ['cu', '1'], ['per', '0'], ['ate', '2']]"
RECUPERATING,5,"['re', 'cu', 'per', 'at', 'ing']","[['re', '0'], ['cu', '1'], ['per', '0'], ['at', '2'], ['ing', '0']]"
RECUPERATION,5,"['re', 'cu', 'per', 'a', 'tion']","[['re', '0'], ['cu', '2'], ['per', '0'], ['a', '1'], ['tion', '0']]"
RECUPERATIVE,5,"['re', 'cu', 'per', 'a', 'tive']","[['re', '0'], ['cu', '1'], ['per', '0'], ['a', '0'], ['tive', '0']]"
RECUR,2,"['re', 'cur']","[['re', '0'], ['cur', '1']]"
RECURRED,2,"['re', 'curred']","[['re', '0'], ['curred', '1']]"
RECURRENCE,3,"['re', 'cur', 'rence']","[['re', '0'], ['cur', '1'], ['rence', '0']]"
RECURRENT,3,"['re', 'cur', 'rent']","[['re', '0'], ['cur', '1'], ['rent', '0']]"
RECURRING,3,"['re', 'cur', 'ring']","[['re', '0'], ['cur', '1'], ['ring', '0']]"
RECUSAL,3,"['re', 'cus', 'al']","[['re', '0'], ['cus', '1'], ['al', '0']]"
RECUSE,2,"['re', 'cuse']","[['re', '2'], ['cuse', '1']]"
RECUSED,2,"['re', 'cused']","[['re', '0'], ['cused', '1']]"
RECUSING,3,"['re', 'cus', 'ing']","[['re', '2'], ['cus', '1'], ['ing', '0']]"
RECYCLABLE,4,"['re', 'cy', 'cla', 'ble']","[['re', '0'], ['cy', '1'], ['cla', '0'], ['ble', '0']]"
RECYCLE,3,"['re', 'cy', 'cle']","[['re', '0'], ['cy', '1'], ['cle', '0']]"
RECYCLED,3,"['re', 'cy', 'cled']","[['re', '0'], ['cy', '1'], ['cled', '0']]"
